11-02-2023 23:35:57 GameStructure::initialize()
11-02-2023 23:35:57 SDLGraphicsManager::Initialize()
11-02-2023 23:35:58 SDLGraphicsManager ready.
11-02-2023 23:35:58 ResourceManager: reading resources.xml.
11-02-2023 23:35:58 Discovered music asset#: 1 LevelMusic4
11-02-2023 23:35:58 Discovered fx asset#: 2 scratch.wav
11-02-2023 23:35:58 Discovered fx asset#: 3 high.wav
11-02-2023 23:35:58 Discovered fx asset#: 4 medium.wav
11-02-2023 23:35:58 Discovered fx asset#: 5 low.wav
11-02-2023 23:35:58 Discovered graphic asset#: 6 p1.png
11-02-2023 23:35:58 Discovered graphic asset#: 7 p2.png
11-02-2023 23:35:58 Discovered graphic asset#: 8 p3.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p1_walk/p1_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 9 p1.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p2_walk/p2_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 10 p2.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p3_walk/p3_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 11 p3.png
11-02-2023 23:35:58 Discovered font asset#: 12 arial.ttf
11-02-2023 23:35:58 Discovered fx asset#: 13 beep.wav
11-02-2023 23:35:58 Discovered fx asset#: 14 boop.wav
11-02-2023 23:35:58 Discovered music asset#: 15 LevelMusic1
11-02-2023 23:35:58 Discovered music asset#: 16 LevelMusic2
11-02-2023 23:35:58 Discovered music asset#: 17 LevelMusic3
11-02-2023 23:35:58 Unloading asset: game/assets/character2.png
11-02-2023 23:35:58 Discovered graphic asset#: 18 snap_player
11-02-2023 23:35:58 Unloading asset: game/assets/character1.png
11-02-2023 23:35:58 Discovered graphic asset#: 188 edge_player
11-02-2023 23:35:58 Unloading asset: game/assets/coin_gold.png
11-02-2023 23:35:58 Discovered graphic asset#: 19 goldcoin
11-02-2023 23:35:58 Unloading asset: game/assets/coin_silver.png
11-02-2023 23:35:58 Discovered graphic asset#: 20 silvercoin
11-02-2023 23:35:58 Unloading asset: game/assets/coin_copper.png
11-02-2023 23:35:58 Discovered graphic asset#: 21 coppercoin
11-02-2023 23:35:58 Unloading asset: game/assets/hud_spritesheet.png
11-02-2023 23:35:58 Discovered graphic asset#: 22 hudspritesheet
11-02-2023 23:35:58 Discovered fx asset#: 23 win.wav
11-02-2023 23:35:58 Discovered music asset#: 24 AutoLevelMusic
11-02-2023 23:35:58 Discovered music asset#: 25 LevelMusic5
11-02-2023 23:35:58 Discovered font asset#: 26 kenvector_future2.ttf
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Player1 subscribed to event ControllerMoveEvent
11-02-2023 23:37:56 EventManager: Player1 subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Player1 subscribed to event Fire
11-02-2023 23:37:56 EventManager: Player1 subscribed to event GameWon
11-02-2023 23:37:56 EventManager: unknown subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup73 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup34 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup33 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup91 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup1 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup78 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup87 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup79 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup0 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup15 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup9 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup72 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup61 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup52 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup70 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup23 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup64 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup37 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup50 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: RoomPickup10 subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 Detected level change. Loading level assets...
11-02-2023 23:37:56 scene 0: arial.ttf asset loaded.
11-02-2023 23:37:56 scene 0: kenvector_future2.ttf asset loaded.
11-02-2023 23:37:56 scene: 3p1.png asset unloaded.
11-02-2023 23:37:56 scene: 3p2.png asset unloaded.
11-02-2023 23:37:56 scene: 3p3.png asset unloaded.
11-02-2023 23:37:56 scene: 3LevelMusic3 asset unloaded.
11-02-2023 23:37:56 scene 4: LevelMusic4 asset loaded.
11-02-2023 23:37:56 scene 4: LevelMusic5 asset loaded.
11-02-2023 23:37:56 Loading scene: game/scene4.xml
11-02-2023 23:37:57 Fire!
11-02-2023 23:37:57 Removed Right wall in room number 67
11-02-2023 23:37:57 Removed Left wall in room number 68
11-02-2023 23:37:58 1
11-02-2023 23:37:58 2
11-02-2023 23:37:59 3
11-02-2023 23:38:01 4
11-02-2023 23:38:01 5
11-02-2023 23:38:01 Fire!
11-02-2023 23:38:01 Removed Left wall in room number 87
11-02-2023 23:38:01 Removed Right wall in room number 86
11-02-2023 23:38:02 6
11-02-2023 23:38:03 7
11-02-2023 23:38:03 8
11-02-2023 23:38:04 Fire!
11-02-2023 23:38:04 Removed Left wall in room number 72
11-02-2023 23:38:04 Removed Right wall in room number 71
11-02-2023 23:38:05 Fire!
11-02-2023 23:38:05 Removed Right wall in room number 72
11-02-2023 23:38:05 Removed Left wall in room number 73
11-02-2023 23:38:05 9
11-02-2023 23:38:07 10
11-02-2023 23:38:07 Fire!
11-02-2023 23:38:07 Removed Bottom wall in room number 51
11-02-2023 23:38:07 Removed Top wall in room number 61
11-02-2023 23:38:07 11
11-02-2023 23:38:08 12
11-02-2023 23:38:09 Fire!
11-02-2023 23:38:09 Removed Top wall in room number 90
11-02-2023 23:38:09 Removed Bottom wall in room number 80
11-02-2023 23:38:10 13
11-02-2023 23:38:11 14
11-02-2023 23:38:12 Fire!
11-02-2023 23:38:12 Removed Right wall in room number 31
11-02-2023 23:38:12 Removed Left wall in room number 32
11-02-2023 23:38:13 15
11-02-2023 23:38:13 16
11-02-2023 23:38:13 17
11-02-2023 23:38:13 18
11-02-2023 23:38:14 19
11-02-2023 23:38:14 20
11-02-2023 23:38:14 21
11-02-2023 23:38:15 Fire!
11-02-2023 23:38:15 Removed Right wall in room number 35
11-02-2023 23:38:15 Removed Left wall in room number 36
11-02-2023 23:38:16 22
11-02-2023 23:38:18 Fire!
11-02-2023 23:38:18 Removed Right wall in room number 25
11-02-2023 23:38:18 Removed Left wall in room number 26
11-02-2023 23:38:18 Fire!
11-02-2023 23:38:18 Removed Right wall in room number 26
11-02-2023 23:38:18 Removed Left wall in room number 27
11-02-2023 23:38:20 Fire!
11-02-2023 23:38:20 Removed Top wall in room number 19
11-02-2023 23:38:20 Removed Bottom wall in room number 9
11-02-2023 23:38:21 23
11-02-2023 23:38:21 Fire!
11-02-2023 23:38:21 Removed Left wall in room number 9
11-02-2023 23:38:21 Removed Right wall in room number 8
11-02-2023 23:38:24 Fire!
11-02-2023 23:38:24 Removed Left wall in room number 3
11-02-2023 23:38:24 Removed Right wall in room number 2
11-02-2023 23:38:25 24
11-02-2023 23:38:25 Fire!
11-02-2023 23:38:25 Removed Bottom wall in room number 1
11-02-2023 23:38:25 Removed Top wall in room number 11
11-02-2023 23:38:26 25
11-02-2023 23:38:27 Fire!
11-02-2023 23:38:27 Removed Top wall in room number 10
11-02-2023 23:38:27 Removed Bottom wall in room number 0
11-02-2023 23:38:28 100
11-02-2023 23:38:28 100
11-02-2023 23:38:28 26
11-02-2023 23:38:28 All Pickups Collected Well Done!
11-02-2023 23:38:31 EventManager: Enemy subscribed to event Fire
11-02-2023 23:38:31 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Enemy subscribed to event Fire
11-02-2023 23:38:31 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Enemy subscribed to event Fire
11-02-2023 23:38:31 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Enemy subscribed to event Fire
11-02-2023 23:38:31 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Enemy subscribed to event Fire
11-02-2023 23:38:31 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Enemy subscribed to event Fire
11-02-2023 23:38:31 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Player1 subscribed to event ControllerMoveEvent
11-02-2023 23:38:31 EventManager: Player1 subscribed to event SettingsReloaded
11-02-2023 23:38:31 EventManager: Player1 subscribed to event Fire
11-02-2023 23:38:31 EventManager: Player1 subscribed to event GameWon
11-02-2023 23:38:31 EventManager: unknown subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup27 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup91 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup91 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup52 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup9 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup26 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup69 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup34 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup63 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup30 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup21 subscribed to event PlayerMovedEventType
